,year,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,age_ok
1074,1983,Sea Disaster,australia,Swimming from the New Venture ,21,"Tiger shark, 5 m [16.5']",Jul,Y,F,Tiger shark,21
1075,1983,Sea Disaster,australia,Swimming from the New Venture ,24,"Tiger shark, 5 m [16.5']",Jul,Y,M,Tiger shark,24
1076,1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,28,"Tiger shark, 5 m [16.5']",Jul,N,M,Tiger shark,28
1077,1983,Unprovoked,usa,Windsurfing,39,3.5' hammerhead shark,Jul,N,F,Unspecified,39
1078,1983,Unprovoked,usa,Water-skiing,21,6' shark,May,N,M,Unspecified,21
1079,1983,Unprovoked,south africa,Fishing,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Apr,N,M,Unspecified,27
1080,1983,Unprovoked,south africa,Spearfishing,17,1.8 m [6'] Zambezi shark,Mar,N,M,Unspecified,17
1081,1983,Unprovoked,south africa,Paddleskiing,16,3 m [10'] shark,Feb,N,M,Unspecified,16
1082,1983,Unprovoked,south africa,Spearfishing,32,White shark,Jan,N,M,White shark,32
1083,1982,Unprovoked,usa,Windsurfing,26,1.5 m [5'] shark,Oct,N,M,Unspecified,26
1084,1982,Unprovoked,south africa,Surfing,16,"Believed to involve a 2.8 m [9'3""] white shark",Sep,N,M,Unspecified,16
1085,1982,Unprovoked,usa,Surfing,20,1.5 m [5'] shark,Sep,N,M,Unspecified,20
1086,1982,Unprovoked,usa,Diving,36,White shark,Sep,N,M,White shark,36
1087,1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),28,5 m to 6 m [16.5' to 20'] white shark,Sep,N,M,Unspecified,28
1088,1982,Invalid,usa,Surfing,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,Aug,,M,Unspecified,17
1089,1982,Invalid,south africa,Boogie boarding,20,Invalid,Jul,,M,Unspecified,20
1090,1982,Unprovoked,south africa,Paddleskiing,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",Jul,N,M,Unspecified,38
1091,1982,Unprovoked,usa,Paddle Boarding,26,4.5 m to 5.5 m [14.7' to 18'] white shark,Jul,N,M,Unspecified,26
1092,1982,Unprovoked,usa,Swimming,17,0.9 m to 1.2 m [3' to 4'] shark,Jul,N,M,Unspecified,17
1093,1982,Unprovoked,south africa,Surfing,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Jun,Y,M,Unspecified,27
1094,1982,Unprovoked,usa,Swimming,20,5' shark,Jun,N,M,Unspecified,20
1095,1982,Unprovoked,south africa,Swimming,20,Raggedtooth shark,Jan,N,M,Unspecified,20
1096,1981,Unprovoked,usa,Surfing,24,7 m [23'] white shark,Dec,Y,M,Unspecified,24
1097,1981,Unprovoked,usa,Swimming,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,Unspecified,19
1098,1981,Unprovoked,usa,Swimming,26,Said to involve a tiger shark or a hammerhead shark,Sep,Y,M,Unspecified,26
1099,1981,Unprovoked,bahamas,Snorkeling on surface,53,Mako shark (tooth fragments recovered),Aug,N,M,Unspecified,53
1100,1981,Unprovoked,south africa,Surfing,32,Possibly a  1.8 m [6'] Zambezi shark,Jul,N,M,Unspecified,32
1101,1981,Unprovoked,south korea,Shell diving,27,6 m  white shark,May,Y,F,Unspecified,27
1102,1981,Unprovoked,south africa,Surfing,27,Raggedtooth shark,May,N,M,Unspecified,27
1103,1981,Unprovoked,south africa,Surfing,19,"Raggedtooth shark, 2.5 m [8.25'] ",May,N,M,Unspecified,19
1104,1981,Unprovoked,south africa,Surfing,24,"Tiger shark, 2.1 m [7']",May,N,M,Tiger shark,24
1105,1981,Unprovoked,usa,Standing / Wading,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",Mar,N,M,Unspecified,19
1106,1981,Unprovoked,usa,Surfing,24,C. maculpinnis or C. limbatus,Mar,N,M,Unspecified,24
1107,1981,Unprovoked,south africa,Swimming,30,Juvenile dusky or blacktip shark,Feb,N,M,Unspecified,30
1108,1981,Unprovoked,usa,Surfing,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Feb,N,M,Unspecified,15
1109,1981,Unprovoked,australia,Surf-skiing,27,"Tiger shark, 2.5 m ",,N,M,Tiger shark,27
1110,1980,Unprovoked,south africa,Paddleskiing,25,3.5 m [11.5'] shark,,N,M,Unspecified,25
1111,1980,Unprovoked,reunion,Spearfishing,22,1.8 m [6'] white shark,Nov,N,M,Unspecified,22
1112,1980,Unprovoked,usa,Surfing,29,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,Unspecified,29
1113,1980,Unprovoked,usa,Surfing,19,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,Unspecified,19
1114,1980,Unprovoked,usa,Standing,22,4' to 8' shark,Jul,N,F,Unspecified,22
1115,1980,Unprovoked,south africa,Surfing,22,1.8 m [6'] shark,May,N,M,Unspecified,22
1116,1980,Unprovoked,mexico,Body surfing,13,Tiger shark,,N,F,Tiger shark,13
1117,1980,Unprovoked,south africa,Body boarding,24,"2.8 m [9'3""] white shark",Jan,N,M,Unspecified,24
1118,1980,Provoked,south africa,Spearfishing,29,"2 m [6'9""] Zambesi shark",Jan,N,M,Unspecified,29
1119,1980,Unprovoked,south africa,Swimming,25,"Raggedtooth shark, 2 m [6'9""] ",Jan,N,M,Unspecified,25
1120,1980,Invalid,south africa,Spearfishing,20,Invalid,,,M,Unspecified,20
1121,1979,Unprovoked,usa,Surfing,20,"White shark, 4 m [13'] ",Nov,N,M,White shark,20
1122,1979,Provoked,south africa,Spearfishing,25,"White shark, 2.5 m [8.25']  ",May,N,M,White shark,25
1123,1979,Unprovoked,usa,Surfing,27,Blacktip or spinner shark,Mar,N,M,Unspecified,27
1124,1979,Unprovoked,south africa,"Surfing, collided with shark",19,1.5 m to 2 m [5' to 6.75'] shark,Feb,N,M,Unspecified,19
1125,1978,Unprovoked,south africa,Spearfishing,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",Dec,Y,M,White shark,23
1126,1978,Unprovoked,south africa,Spearfishing,27,"White shark, 3.7 m [12'] ",Sep,N,M,White shark,27
1127,1978,Unprovoked,south africa,Surfing,17,Thought to involve a blacktip shark,Jan,N,M,Unspecified,17
1128,1977,Unprovoked,south africa,Surfing,18,"Tiger shark, 3 m [10']",Dec,N,M,Tiger shark,18
1129,1977,Unprovoked,south africa,Spearfishing,25,"White shark, 5 m [16.5'] ",Oct,N,M,White shark,25
1130,1977,Unprovoked,australia,Surfing,17,White shark,Aug,N,M,White shark,17
1131,1977,Unprovoked,usa,Free diving for abalone (surfacing),20,"White shark, 5.5 m to 6 m [18' to 20']  ",Aug,N,M,White shark,20
1132,1977,Provoked,usa,Spearfishing / Scuba diving,27,"Bull shark, 8",Jun,N,M,Bull shark,27
1133,1976,Unprovoked,usa,Hookah diving for abalone (submerged),29,"White shark, 5.5 m [18'] ",Dec,N,M,White shark,29
1134,1976,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",19,"White shark, 3 m [10'] k",Nov,N,M,White shark,19
1135,1976,Unprovoked,usa,Surfing,19,2.1 m [7'] lemon shark or bull shark,Nov,N,M,Unspecified,19
1136,1976,Unprovoked,usa,Surfing,25,"White shark, 3 m to 4 m [10' to 13'] ",Oct,N,M,White shark,25
1137,1976,Unprovoked,south africa,Surfing,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Oct,N,M,White shark,20
1138,1976,Unprovoked,usa,Surfing,15,"Tiger shark, 6' ",Sep,N,M,Tiger shark,15
1139,1976,Unprovoked,usa,Surfing,19,"White shark, 4.5 m ",Aug,N,M,White shark,19
1140,1976,Unprovoked,usa,Skindiving,17,12' to 14' shark,Jun,N,M,Unspecified,17
1141,1975,Unprovoked,usa,Scuba diving & spearfishing,27,White shark,Dec,N,M,White shark,27
1142,1975,Unprovoked,south africa,Standing,33,Juvenile dusky shark,Nov,N,M,Unspecified,33
1143,1975,Unprovoked,south africa,Surfing,19,"White shark, 2.4 m [8']",Aug,N,M,White shark,19
1144,1975,Unprovoked,usa,Floating on a small orange raft ,20,1.5 m [5'] shark,Aug,N,M,Unspecified,20
1145,1975,Unprovoked,usa,Free diving for abalone,44,White shark,Aug,N,M,White shark,44
1146,1975,Unprovoked,australia,Scuba diving for abalone,37,White shark,Jul,Y,M,White shark,37
1147,1975,Unprovoked,usa,Scuba diving for abalone (at surface),23,"White shark, 5.8 m [19'] ",Jul,N,M,White shark,23
1148,1975,Unprovoked,usa,Hookah diving for abalone,34,"White shark, 5m to 6m",Jul,N,M,White shark,34
1149,1975,Unprovoked,usa,Swimming,14,1.2 m [4'] shark,Jul,N,F,Unspecified,14
1150,1975,Unprovoked,usa,Swimming ,18,4' shark,Jun,N,M,Unspecified,18
1151,1975,Unprovoked,south africa,Surfing,16,1.5 m [5'] shark,Feb,N,M,Unspecified,16
1152,1975,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,12,"White shark, 3 m [10'] ",Feb,Y,M,White shark,12
1153,1974,Unprovoked,usa,Surfing,17,"White shark, 5.5 m to 6 m [18' to 20'] ",Sep,N,M,White shark,17
1154,1974,Unprovoked,usa,Hookah diving for abalone,29,"White shark, 4 m to 5 m ",Sep,N,M,White shark,29
1155,1974,Unprovoked,israel,Swimming,20,"Shortfin mako shark, 2.3 m [7.5'] ",Sep,N,F,Unspecified,20
1156,1974,Unprovoked,usa,Scuba diving (but on surface),41,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,White shark,41
1157,1974,Unprovoked,usa,Scuba diving (but on surface),48,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,White shark,48
1158,1974,Unprovoked,usa,Surfing,24,"White shark, 4.5 m ",,N,M,White shark,24
1159,1974,Unprovoked,usa,Free diving (but on surface),45,"White shark, 5 m [16.5']",May,N,M,White shark,45
1160,1974,Unprovoked,south africa,Spearfishing,22,"Raggedtooth shark, 1.5 m [5'] ",Apr,N,M,Unspecified,22
1161,1974,Unprovoked,south africa,Surfing,17,Juvenile dusky shark,Apr,N,M,Unspecified,17
1162,1974,Unprovoked,south africa,Surfing,21,1.8 m [6'] shark,Mar,N,M,Unspecified,21
1163,1974,Unprovoked,south africa,Swimming,33,2 m to 2.5 m [6.75'  to 8.25'] shark,Jan,N,M,Unspecified,33
1164,1973,Unprovoked,bahamas,"Free diving, Spearfishing",11,7' to 8' bull shark,Sep,N,M,Unspecified,11
1165,1973,Unprovoked,mexico,"Free diving, Spearfishing",37,White shark,Sep,Y,M,White shark,37
1166,1973,Unprovoked,south africa,Spearfishing,26,"2 m shark, possibly a dusky or blacktip shark",,N,M,Unspecified,26
1167,1972,Unprovoked,mozambique,Swimming,25,2 m to 3 m shark,Dec,N,M,Unspecified,25
1168,1972,Unprovoked,usa,Surfing,22,4.5' shark,Jun,N,M,Unspecified,22
1169,1972,Unprovoked,usa,Free diving for abalone,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,N,M,White shark,32
1170,1972,Unprovoked,australia,Surfing,18,7' shark,Feb,N,M,Unspecified,18
1171,1972,Unprovoked,south africa,Sitting in shallows,30,Zambesi shark,Jan,N,F,Unspecified,30
1172,1972,Unprovoked,mozambique,Standing,24,"White shark, 2.5 m [8.25'] ",Jan,N,M,White shark,24
1173,1971,Unprovoked,south africa,Swimming,16,"White shark, 3 m [10']rk",Dec,N,F,White shark,16
1174,1971,Unprovoked,usa,Surfing,18,5' to 6' shark,Oct,N,M,Unspecified,18
1175,1971,Unprovoked,south africa,Swimming,25,1.5 m to 2 m shark,Oct,N,M,Unspecified,25
1176,1971,Unprovoked,usa,Scuba diving,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,N,M,White shark,30
1177,1971,Unprovoked,croatia,Swimming,34,White shark,Sep,Y,M,White shark,34
1178,1971,Provoked,australia,Scuba diving & feeding fish,26,"Grey nurse shark, 11'",Aug,N,M,Grey shark,26
1179,1971,Unprovoked,south africa,Surfing,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,N,M,White shark,21
1180,1971,Unprovoked,south africa,Swimming,>50,White shark according to tooth pattern and witnesses,Apr,Y,M,White shark,50
1181,1971,Unprovoked,new zealand,Surfing,16,"White shark, 4.6 m [15'] ",Mar,N,M,White shark,16
1182,1970,Unprovoked,micronesia,Diving,43,1.8 to 2 m C. albimarginatus,Sep,N,M,Unspecified,43
1183,1970,Provoked,south africa,Scuba Diving,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,N,M,Unspecified,25
1184,1969,Unprovoked,usa,Free diving for abalone,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,N,M,White shark,53
1185,1969,Unprovoked,usa,Body surfing,13,4' shark,Aug,N,M,Unspecified,13
1186,1969,Provoked,usa,Diving,23,Nurse shark,May,N,M,Unspecified,23
1187,1969,Unprovoked,usa,Surfing,16,"White shark, identified by tooth fragments in surfboard",Mar,N,M,White shark,16
1188,1969,Provoked,australia,Fishing,49,7-gill shark,,N,M,Unspecified,49
1189,1968,Provoked,australia,Feeding mullet to sharks,27,"Grey nurse shark, 10' ",Dec,N,M,Grey shark,27
1190,1968,Unprovoked,new zealand,Surfing,17,White shark,Dec,N,M,White shark,17
1191,1968,Unprovoked,new zealand,Spearfishing,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,Y,M,White shark,24
1192,1968,Unprovoked,columbia,Dynamite fishing,18,2 m shark,Aug,N,M,Unspecified,18
1193,1968,Unprovoked,usa,Free diving,25,"White shark, 4 m [13'] ",Jul,N,M,White shark,25
1194,1968,Unprovoked,usa,Spearfishing using Scuba,33,4m [13'] shark,Jul,N,M,Unspecified,33
1195,1968,Invalid,usa,Wading,63,Shark involvement not confirmed,Apr,,M,Unspecified,63
1196,1968,Unprovoked,south africa,Wading & pushing dinghy toward  the shallows,35,1.5 m to 1.8m [5' to 6'] shark,Mar,N,M,Unspecified,35
1197,1968,Invalid,usa,Treading water,28,Invalid,,,M,Unspecified,28
1198,1968,Unprovoked,australia,Spearfishing,26,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,Unspecified,26
1199,1967,Unprovoked,south africa,Surfing,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,N,M,Unspecified,22
1200,1967,Unprovoked,usa,Standing on sandbar,19,small blacktip shark,Oct,N,M,Unspecified,19
1201,1967,Provoked,usa,Pulling shark from the water,24,5' blue shark,Aug,N,M,Unspecified,24
1202,1967,Unprovoked,australia,"Spearfishing, dived to pick up a float line",23,White shark,Aug,Y,M,White shark,23
1203,1967,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),? & 19,Shark involvement prior to death was not confirmed,Aug,,M,Unspecified,19
1204,1967,Unprovoked,usa,Spearfishing,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,N,M,Unspecified,15
1205,1967,Unprovoked,bahamas,Photographing sharks underwater using Scuba,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,,N,M,Unspecified,41
1206,1967,Provoked,usa,Spearfishing,26,"Nurse shark, 1 m ",Jun,N,M,Unspecified,26
1207,1967,Unprovoked,south africa,Spearfishing,32,"White shark, 3 m [10'] ",Mar,N,M,White shark,32
1208,1967,Provoked,australia,Spearfishing,36,Grey nurse shark,Mar,N,M,Grey shark,36
1209,1967,Unprovoked,new zealand,Lifesaving drill,21,Thought to involve a white shark,Mar,Y,M,Unspecified,21
1210,1966,Unprovoked,papua new guinea,Swimming,13,3.7 m [12'] shark,Oct,Y,F,Unspecified,13
1211,1966,Unprovoked,papua new guinea,Bathing,8,3.7 m [12'] shark,Oct,Y,F,Unspecified,8
1212,1966,Unprovoked,australia,"Free diving, carrying speargun",32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,N,M,Unspecified,32
1213,1966,Unprovoked,australia,Spearfishing,43,"Mako shark, 1.9 m [6.5'] ",Sep,N,M,Unspecified,43
1214,1966,Unprovoked,new britain,Swimming,13,A pack of 6 sharks,Aug,Y,F,Unspecified,13
1215,1966,Unprovoked,new britain,Diving into water,9,A pack of 6 sharks,Aug,Y,F,Unspecified,9
1216,1966,Invalid,usa,Spearfishing on Scuba,26,Invalid,,,M,Unspecified,26
1217,1966,Unprovoked,usa,Wading,8,Spinner or blacktip sharks,,N,M,Unspecified,8
1218,1966,Provoked,usa,Killing a shark,34,4' shark,Jul,N,M,Unspecified,34
1219,1966,Invalid,usa,Free diving,46,Invalid,Jul,,M,Unspecified,46
1220,1966,Provoked,usa,Clamming,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,N,M,Unspecified,15
1221,1966,Provoked,usa,Fishing,18,1.2 m [4'] hammerhead shark,Jun,N,M,Unspecified,18
1222,1966,Unprovoked,usa,Swimming,18,a small shark,Jun,N,M,Unspecified,18
1223,1966,Invalid,usa,Spearfishing / Scuba diving,24,Invalid,May,,M,Unspecified,24
1224,1966,Unprovoked,australia,Treading water,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,N,M,White shark,13
1225,1966,Provoked,south africa,Helping men land a shark,33,Copper shark,Jan,N,M,Unspecified,33
1226,1966,Unprovoked,usa,Free diving / spearfishing (resting on the surface),29,"White shark, 3 m [10'] ",Jan,N,M,White shark,29
1227,1966,Unprovoked,south africa,Standing,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,N,M,Unspecified,16
1228,1966,Unprovoked,south africa,Body surfing,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,N,M,Unspecified,15
1229,1966,Unprovoked,usa,Swimming,35,Hammerhead shark,Jan,N,M,Unspecified,35
1230,1966,Invalid,usa,Walking,15,Shark involvement not confirmed,,,F,Unspecified,15
1231,1965,Unprovoked,australia,Surfing,24,"Grey nurse shark, 2.4 m [8'] ",Nov,N,M,Grey shark,24
1232,1965,Invalid,usa,Surfing,19,Invalid,Apr,,M,Unspecified,19
1233,1965,Unprovoked,usa,Spearfishing,28,"White shark, 10' to 12' ",Apr,N,M,White shark,28
1234,1965,Unprovoked,palau,Walking on reef,8,"Tiger shark, tooth fragment recovered",Apr,N,M,Tiger shark,8
1235,1965,Unprovoked,usa,Paddling on surfboard,17,Blacktip or spinner shark,Apr,N,M,Unspecified,17
1236,1965,Unprovoked,usa,Free diving,16,Mako shark,Mar,N,M,Unspecified,16
1237,1965,Unprovoked,south africa,Treading water,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,N,M,Unspecified,25
1238,1965,Unprovoked,usa,Scuba diving,18,1.2 m [4'] shark,Feb,N,M,Unspecified,18
1239,1965,Unprovoked,south africa,Paddling rescue ski,22,"White shark, 3.7 m [12'] ",Jan,N,M,White shark,22
1240,1964,Unprovoked,south africa,Swimming,19,Raggedtooth shark ,Dec,N,M,Unspecified,19
1241,1964,Unprovoked,papua new guinea,"Canoe swamped, swimming back to canoe",28,2.1 m [7'] shark,Dec,N,M,Unspecified,28
1242,1964,Unprovoked,australia,Free diving with seals,25,"White shark, 2.4 m [8'] ",Nov,N,M,White shark,25
1243,1964,Unprovoked,australia,"Surfing, but swimming to his board",19,"Grey nurse shark, 1.8 m [6']",Oct,N,M,Grey shark,19
1244,1964,Unprovoked,taiwan,Swimming,20,1.8 m [6'] shark,Sep,N,M,Unspecified,20
1245,1964,Unprovoked,mexico,Floating on his back in an inner tube,19,1.8 to 2.4 m [6' to 8'] shark,Aug,N,M,Unspecified,19
1246,1964,Invalid,usa,Spearfishing / free diving,18,Invalid,Aug,,M,Unspecified,18
1247,1964,Unprovoked,usa,Spearfishing using scuba,28,Hammerhead shark,Aug,N,M,Unspecified,28
1248,1964,Invalid,usa,Attempting to swim across the Atlantic Ocean,29,Shark involvement prior to death was not confirmed,Jun,,F,Unspecified,29
1249,1964,Invalid,south africa,Swimming,40,Shark involvement prior to death was not confirmed,Jun,,M,Unspecified,40
1250,1964,Unprovoked,fiji,Spearfishing,35,Tiger shark,May,Y,M,Tiger shark,35
1251,1964,Unprovoked,usa,Skin diving ,38,1.7 m [5.5'] shark,Mar,N,M,Unspecified,38
1252,1964,Unprovoked,new zealand,Spearfishing,26,"White shark, 3 m [10'] ",Feb,N,M,White shark,26
1253,1964,Unprovoked,south africa,Body boarding,25,"White shark, 1.5 m [5'] k",Feb,N,M,White shark,25
1254,1964,Unprovoked,new zealand,Swimming,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,Y,M,White shark,19
1255,1964,Invalid,australia,Swimming,23,Shark involvement prior to death was not confirmed,Feb,,M,Unspecified,23
1256,1964,Unprovoked,usa,Spearfishing / Scuba diving (at surface),21,White shark (tooth fragment recovered),Jan,N,M,White shark,21
1257,1963,Unprovoked,south africa,Standing,20,"Zambesi shark, 1.8 m [6'] ",Dec,N,F,Unspecified,20
1258,1963,Unprovoked,south africa,Swimming ,24,1.8 m [6']  shark,Dec,N,M,Unspecified,24
1259,1963,Provoked,south africa,Helping friend land hooked shark,13,"Dusky shark, 1 m ",Dec,N,M,Unspecified,13
1260,1963,Unprovoked,south africa,Splashing in surf,15,300- to 400-lb Zambesi shark,Dec,Y,M,Unspecified,15
1261,1963,Unprovoked,australia,Spearfishing,23,White shark,Dec,N,M,White shark,23
1262,1963,Unprovoked,new zealand,Treading water while alongside capsized yacht,20,Possibly a broadnose 7-gill shark,,N,M,Unspecified,20
1263,1963,Provoked,papua new guinea,Fishing / standing in waist deep water,18,Tiger shark,Nov,N,F,Tiger shark,18
1264,1963,Unprovoked,fiji,Fishing,21,>1.2 m [4'] tiger shark,Nov,N,F,Unspecified,21
1265,1963,Unprovoked,palau,Fishing,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,N,M,Unspecified,35
1266,1963,Unprovoked,usa,"Surf fishing, wading ",28,500-lb shark,Oct,N,M,Unspecified,28
1267,1963,Unprovoked,solomon islands,Spearing fish,30,5.5 m [18'] shark,Sep,Y,M,Unspecified,30
1268,1963,Provoked,australia,Surfing,18,1.5 m [5'] shark,Sep,N,M,Unspecified,18
1269,1963,Provoked,usa,"Spearfishing, pulled sharks tail",16,"Nurse shark, 1.2 m [4'] ",Sep,N,M,Unspecified,16
1270,1963,Unprovoked,federated states of micronesia,Spearfishing,26,Tiger shark,Jul,N,M,Tiger shark,26
1271,1963,Unprovoked,greece,Swimming,42,"White shark, 3 m ",Jun,Y,F,White shark,42
1272,1963,Provoked,papua new guinea,Fishing,30,1.8 m [6'] shark,Jun,N,M,Unspecified,30
1273,1963,Unprovoked,usa,Swimming,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,Y,M,Unspecified,25
1274,1963,Unprovoked,usa,Surfing ,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,N,M,Unspecified,15
1275,1963,Unprovoked,australia,Spearfishing,18,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,Unspecified,18
1276,1963,Unprovoked,fiji,Spearfishing,28,"White shark, 2.1 m [7'] ",Feb,N,M,White shark,28
1277,1963,Unprovoked,australia,Wading,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,Y,F,Unspecified,32
1278,1963,Invalid,australia,Swimming,25,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,25
1279,1963,Unprovoked,south africa,"Free diving, hunting crayfish",27,1 m shark,Jan,N,M,Unspecified,27
1280,1963,Unprovoked,south africa,Spearfishing,24,"Zambesi shark, 2 m [6'9""] ",Jan,N,M,Unspecified,24
1281,1962,Unprovoked,australia,Spearfishing,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M,White shark,16
1282,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M,White shark,24
1283,1962,Unprovoked,mexico,Wading,32,2.7 m [9'] shark,Oct,Y,M,Unspecified,32
1284,1962,Unprovoked,british west indies,Spearfishing,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M,Unspecified,24
1285,1962,Unprovoked,italy,Spearfishing with Scuba gear,28,White shark,,Y,M,White shark,28
1286,1962,Provoked,papua new guinea,Fishing,49,"""A long thin brown-colored shark""",Aug,N,M,Unspecified,49
1287,1962,Provoked,usa,Diving for abalone,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M,Unspecified,39
1288,1962,Unprovoked,usa,Surf fishing in waist-deep water,40,Unknown,Aug,Y,M,Unspecified,40
1289,1962,Unprovoked,usa,Standing,24,1.8 m [6'] shark,Aug,N,M,Unspecified,24
1290,1962,Provoked,usa,Fishing for albacore,19,Blue shark,Jul,N,M,Unspecified,19
1291,1962,Unprovoked,usa,Rolled off raft,11,1.8 m [6'] shark,Jun,N,M,Unspecified,11
1292,1962,Provoked,usa,"Scuba diving, attempting to catch a captive shark",55," Sevengill  shark, 1.2 m [4'] ",Jun,N,M,Unspecified,55
1293,1962,Unprovoked,south africa,Wading,13,"Zambesi shark, 1.2 m [4'] ",Apr,N,M,Unspecified,13
1294,1962,Unprovoked,papua new guinea,Swimming,10,Possibly a bronze whaler shark,Mar,Y,M,Unspecified,10
1295,1962,Unprovoked,south africa,Treading water,13,"White shark, 3 m ",Feb,Y,M,White shark,13
1296,1962,Unprovoked,australia,Swimming,35,60 cm  shark ,Feb,N,M,Unspecified,35
1297,1962,Unprovoked,new zealand,Splashing ,18,1.5 m [5'] shark,Jan,N,M,Unspecified,18
1298,1962,Invalid,south africa,"Fishing, slipped on rocks & fell into sea",40,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,40
1299,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),29,"White shark, 4 m [13'] ",Jan,N,M,White shark,29
1300,1962,Unprovoked,australia,Surfing,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M,Unspecified,19
1301,1962,Unprovoked,papua new guinea,Spearfishing,24,White shark,Jan,N,M,White shark,24
1302,1962,Unprovoked,new zealand,Surf fishing,54,"36""  shark",Jan,N,F,Unspecified,54
1303,1962,Unprovoked,marshall islands,Fishing with hand net in 2' of water,57,1.8 m [6'] shark,Jan,N,M,Unspecified,57
1304,1961,Unprovoked,australia,Standing,18,3 m [10'] shark,Dec,Y,F,Unspecified,18
1305,1961,Unprovoked,australia,Standing,24,3 m [10'] shark,Dec,N,M,Unspecified,24
1306,1961,Unprovoked,south africa,Treading water,18,Zambesi shark,Dec,N,M,Unspecified,18
1307,1961,Provoked,australia,Spearfishing,23,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M,Grey shark,23
1308,1961,Unprovoked,australia,"Surfing, pushing board ashore",22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M,Unspecified,22
1309,1961,Unprovoked,australia,Swimming with other crew near wharf,17,1.8 m [6'] shark,Dec,N,M,Unspecified,17
1310,1961,Unprovoked,croatia,Swimming,19,White shark,Sep,Y,M,White shark,19
1311,1961,Unprovoked,usa,Swimming,16,"White shark, 4 m [13'] ",Aug,N,M,White shark,16
1312,1961,Unprovoked,usa,Wading,19,White shark,Aug,N,M,White shark,19
1313,1961,Unprovoked,usa,"Net fishing, picking catch from the net",38,2.4 m [8'] shark,Aug,N,M,Unspecified,38
1314,1961,Provoked,usa,Spearfishing,57,"43"" shark",Jul,N,M,Unspecified,57
1315,1961,Unprovoked,italy,Spearfishing,21,"White shark, 4.5 m ",,N,M,White shark,21
1316,1961,Unprovoked,usa,Free diving for abalone,20,White shark,May,N,M,White shark,20
